new_id,item_id,title,year,query,image
72,2501,October Sky,1999,https://www.omdbapi.com/?apikey=437defe6&t=October+Sky&y=1999,https://m.media-amazon.com/images/M/MV5BZmIzMjE0M2YtNzliZi00YWNmLTgyNDItZDhjNWVhY2Q2ODk0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
73,3035,Mister Roberts,1955,https://www.omdbapi.com/?apikey=437defe6&t=Mister+Roberts&y=1955,https://m.media-amazon.com/images/M/MV5BODc0ZGUzNDQtNzRmOC00MjVkLWE4MjgtMDYwNGJiZDI1YzNjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
74,110,Braveheart,1995,https://www.omdbapi.com/?apikey=437defe6&t=Braveheart&y=1995,https://m.media-amazon.com/images/M/MV5BMzkzMmU0YTYtOWM3My00YzBmLWI0YzctOGYyNTkwMWE5MTJkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
75,2067,Doctor Zhivago,1965,https://www.omdbapi.com/?apikey=437defe6&t=Doctor+Zhivago&y=1965,https://m.media-amazon.com/images/M/MV5BNzdmZTk4MTktZmExNi00OWEwLTgxZDctNTE4NWMwNjc1Nzg2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
76,3147,The Green Mile,1999,https://www.omdbapi.com/?apikey=437defe6&t=The+Green+Mile&y=1999,https://m.media-amazon.com/images/M/MV5BMTUxMzQyNjA5MF5BMl5BanBnXkFtZTYwOTU2NTY3._V1_SX300.jpg
77,1247,The Graduate,1967,https://www.omdbapi.com/?apikey=437defe6&t=The+Graduate&y=1967,https://m.media-amazon.com/images/M/MV5BMTQ0ODc4MDk4Nl5BMl5BanBnXkFtZTcwMTEzNzgzNA@@._V1_SX300.jpg
78,1357,Shine,1996,https://www.omdbapi.com/?apikey=437defe6&t=Shine&y=1996,https://m.media-amazon.com/images/M/MV5BMTQzMzcxMzUyMl5BMl5BanBnXkFtZTgwNDI1MjgxMTE@._V1_SX300.jpg
79,1196,Star Wars: Episode V - The Empire Strikes Back,1980,https://www.omdbapi.com/?apikey=437defe6&t=Star+Wars%3A+Episode+V+-+The+Empire+Strikes+Back&y=1980,https://m.media-amazon.com/images/M/MV5BYmU1NDRjNDgtMzhiMi00NjZmLTg5NGItZDNiZjU5NTU4OTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
80,1957,Chariots of Fire,1981,https://www.omdbapi.com/?apikey=437defe6&t=Chariots+of+Fire&y=1981,https://m.media-amazon.com/images/M/MV5BZjNlNDFmM2ItMDE0Zi00MWNiLTljOWQtZGQ1YTQ2ZWUzZDU2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
81,1953,The French Connection,1971,https://www.omdbapi.com/?apikey=437defe6&t=The+French+Connection&y=1971,https://m.media-amazon.com/images/M/MV5BOTZhY2E3NmItMGIwNi00OTA2LThkYmEtODFiZTM0NGI0ZWU5XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg
82,920,Gone with the Wind,1939,https://www.omdbapi.com/?apikey=437defe6&t=Gone+with+the+Wind&y=1939,https://m.media-amazon.com/images/M/MV5BYjUyZWZkM2UtMzYxYy00ZmQ3LWFmZTQtOGE2YjBkNjA3YWZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
83,1834,The Spanish Prisoner,1997,https://www.omdbapi.com/?apikey=437defe6&t=The+Spanish+Prisoner&y=1997,https://m.media-amazon.com/images/M/MV5BNzg1NTQ1ZDMtYjBkNS00NTU5LTliNjgtOGVhNGY0ZjYyY2U3XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg
84,1084,Bonnie and Clyde,1967,https://www.omdbapi.com/?apikey=437defe6&t=Bonnie+and+Clyde&y=1967,https://m.media-amazon.com/images/M/MV5BOTViZmMwOGEtYzc4Yy00ZGQ1LWFkZDQtMDljNGZlMjAxMjhiXkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_SX300.jpg
85,3471,Close Encounters of the Third Kind,1977,https://www.omdbapi.com/?apikey=437defe6&t=Close+Encounters+of+the+Third+Kind&y=1977,https://m.media-amazon.com/images/M/MV5BMjM1NjE5NjQxN15BMl5BanBnXkFtZTgwMjYzMzQxMDE@._V1_SX300.jpg
86,3654,The Guns of Navarone,1961,https://www.omdbapi.com/?apikey=437defe6&t=The+Guns+of+Navarone&y=1961,https://m.media-amazon.com/images/M/MV5BMDIyNDA3NGMtNWFmMi00NDRlLWEzMTEtOGIxMDZhZmRmYjJlXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
